Title,Review,Writer,Category,Update Date
청년수당 정책 후기,"군에서 10년간 복무 후 국방 전직교육원에서 연계한 장기복무제대군인 교육을 통해 자신의 강점 및 약점, 경력 등에 대해 알아가게 되었으며, 차후 목표를 선정하고 재취업을 위해 부단하게 스스로 노력하였습니다.
전역을 하게 된 이후 배우자와 아들과 함께 기존에 거주하던 서울시로 이사를 하게 되었고 청년들을 지원해주는 다양한 정책들이 많이 분포되어 있어 알아보게 되면서 청년수당에 지원, 선정되었습니다.

배우자도 출산으로 인해 휴직, 저 또한 10년간 복무한 군에서의 전역으로 생활비가 많이 부족한 상태로 있었으나, 서울시에서 청년들을 위해 지원해준 청년수당 덕분에 마음 한 켠의 부담감을 덜 수 있었습니다.

이전부터 다니고 있던 독서실, 체력학원(크로스핏) 미리 결제해서 다니고 있었으며, 준비하는 동안에 청년수당을 활용하지 못했으나 '가장이 집에서 놀면 되겠나' '한번에 붙겠다'라는 생각을 가지고 준비를 독하게 하였습니다. 한 겨울에 눈이 매섭게 내려도, 비가 와도, 날씨가 더워도 루틴대로 독서실, 체력학원, 육아를 동시에 진행하였습니다.

국가기관 4곳 서류 불합격 하며 굉장히 마음고생이 심했으나, 전역 전부터 준비했던 공기업에 최종 합격하게 되었습니다.(최종합격까지 9개월 소요)

서울시에서 주관하는 정책에 선정되었다는 것만 해도 감사하게 생각하는데 그 선정된 인원으로서 자부심을 가지고 스스로도 절차탁마하여 노력한 끝에 취업까지 성공하니 해당 정책에 선정된 인원으로서 굉장히 영광스럽고 기쁘게 생각합니다.",정**,2024/1 청년수당,2024-06-15
취업준비에 큰 도움을 받았어요,"요즈음 뉴스로만 취업이 어렵다는 소식만 들었지.
취업이 어렵다는 체감을 절실히 느꼈던 취업준비기간이었습니다.
시험도 국가 기사 시험 정도만 2만원이 넘지
자격장, 어학 점수를 높이려면 한번에 5만원, 7만원이고... 한달에 해당 시험응시만 해도 20만원이 금방 나갑니다.
인강비, 학원비도 30만원... 한달 50만원이라도 취업준비 과정과 면접 준비에 큰도움받았습니다. 감사합니다.",이**,2024/1 청년수당,2024-06-15
청년마음건강 참여 후기,"무턱대고 난 괜찮아라는 생각으로 버티는 것보다 건강한 선택이었다는 것을 알게됐습니다.
귀한 경험 만들어주셔서 감사합니다.",이**,2024/2 청년마음건강,2024-06-15
청년수당 선정 후기,"지원 받는 기간동안 최선의 결과물을 위해 노력하게되는 동기부여도 되고
생활적인 측면에서 매우 큰 도움이 됩니다.
모두 화이팅 !!",이**,2024/1 청년수당,2024-06-15
청년수당을 사용 한 후,"청년수당에 당첨 되었던 참여자 입니다. 청년수당을 이용한 후 29일 마다 50만원씩 4월달,5월달 이렇게 총 2번을 수령 했습니다. 청년수당을 이용 한 후 저의 생활은 조금이나마 편해졌음을 느꼈습니다. 저에겐 너무나도 큰 부담이였던 교통비, 식비, 통신비를 감사하게도 나라에서 지원을 해줘서 큰 도움이 되었습니다. 청년수당으로 운전면허증도 따고, 교통비를 지원해 주셔서 이리저리 면접도 보러 다니고, 컴퓨터 응시 학원도 알아보고 그랬습니다. 그렇게 도움을 받은 결과 저는 22살이라는 나이에 SKT대리점에 취직 할 수 있었고, 저도 일을 하면서 저의 돈을 벌 수 있게끔 도와주셨습니다.
청년수당은 저에게 있어 믿을 곳 한 곳 없던 마지막 빛줄기 같았습니다 .
2달동안 저에게 50만원이라는 돈으로 식비, 교통비, 통신비 등과 같은 모든 혜택을 누릴 수 있게 도와주셔서 감사합니다",박**,2024/1 청년수당,2024-06-15
청년수당,청년수당을 통해 주거 대출 이자도 내고 생활을 할 수 있었습니다! 상황이 여의치 않은 청년들에게 이런 정책은 정말 큰 도움이 됩니다. 감사합니다.,김**,2024/1 청년수당,2024-06-15
청년문화패스,박물관이나 연극 등 돈이 부족해서 가기 힘들었는데 문화패스 덕분에 갈 수 있게 되어 기쁩니다.,유**,2024/1 청년문화패스,2024-06-14
청년수당 후기입니다,"정말 취업하는데 큰도움이 되었습니다
금전적으로 여유가 없었는데 금전적인 부분이 해결되어 취업을 준비하는데 다양한 방법으로 시도해볼수 있었습니다",엄**,2024/1 청년수당,2024-06-14
취업을 위한 청년수당,수험생활을 하면서 경제적으로도 많이 힘들었지만 청년수당이라는 좋은 정책 덕분에 취업을 하게 된 좋은 결과를 얻게 되었습니다 앞으로도 이런 정책들이 많이 생겨나면서 취업을 준비하시는 또 다른 청년분들에게 도움이 되었으면 좋겠습니다 감사합니다!,송**,2024/1 청년수당,2024-06-14
취업으로 인한 청년수당 후기,청년수당 덕분에 생활비 걱정없이 취준에 몰두할 수 있었습니다!,민**,2024/1 청년수당,2024-06-14
생활하는데 큰 도움이 되었던 청년정책입니다.,"상경 후 서울시에서 주관하는 청년수당 정책 덕분에 거주비와 생활비 보탬이 되어 경제적 부담을 해소할 수 있었습니다.
좀 더 취업에 집중할 수 있었고 결국 취업에 성공하게 되었습니다. 비록 계약직이지만 배우고 싶은 직무라 기쁩니다!
청년 정책을 운영하시는 서울시 청년수당 관련자분들께 감사하다는 말씀 전하고 싶습니다.
비슷한 상황에 처한 청년들이 꼭 청년수당 정책으로 경제적 도움을 받았으면 좋겠습니다.",최**,2024/1 청년수당,2024-06-14
말도많고 탈도많은 정책,"여러가지 측면에서 수급자와 비수급자간의 불균형해소는 필요한 것같다.

생애 1회는 누구나 받을 수 있게끔 적용되면 좋을 것 같음.",이**,2024/1 청년수당,2024-06-14
청년수당,덕분에 면접 많이 보고 취뽀 했습니다 ~!~!~!,심**,2024/1 청년수당,2024-06-14
훌륭한 정책,취업준비하고 있는 청년들에게 한줄기의 빛 같은 정책입니다!! 항상 감사합니다!,강**,2024/1 청년수당,2024-06-13
청년수당 정책 참여 후기,"청년 수당 정책 덕분에 저를 위해 투자할 수 있는 시간이 늘어난 것 같습니다.

생활비 걱정 때문에 영어 강의나 자격증 공부를 고민하고 있었는데, 수당으로 시간과 비용이 생기니 걱정을 줄일 수 있었습니다. 매월 동안 50만원씩 지원으로 공부와 취업에 집중할 수 있었던 것 같습니다. 덕분에 취업이 되었습니다. 감사합니다",구**,2024/1 청년수당,2024-06-13
청년수당 후기,"보다 질 높은 구직활동을 할 수 있는 환경을 만들어주는 데에 큰 도움이 되었습니다. 생활비, 식비, 교통비 등에 보태어 걱정을 좀 덜고 개인역량 강화에 집중하고 취업준비에 몰두할 수 있었습니다. 서울 청년들을 위한 좋은 정책 덕분에 마음이 든든하고 편했습니다. 감사합니다.",장**,2024/1 청년수당,2024-06-13
청년을 위한 최고의 지원사업,"6개월이라는 기간 중에 2달만에 취업을 하면서 100만원을 받았고,
그 돈 덕분에 취업을 준비하면서 마음이 조급해지지 않을 수 있었고,
도움이 많이 되었던 지원사업이라고 생각합니다.",김**,2024/1 청년수당,2024-06-13
문화패스,.,오**,2024/1 청년문화패스,2024-06-13
저는 음악을 하고 있는 청년입니다. 청년수당 후기입니다.,"음악을 하면서 프리랜서로 활동하던 청년입니다.
이번 사업을 통해서 6개월 모두 수령하지는 못했지만 중간에 취업을 하게되어 자격상실 신청을 하고 이렇게 후기를 남깁니다.
취업을 하기전 몇개월동안 수당을 가지고 많은 도움이 되었습니다.
음악을 하는 특성상 연습을 하거나 공연장에 이동하는데에도 비용이 들고 공연을 할때에도 어느정도 비용이 드는것이 사실입니다.
이런 비용들을 청년수당으로 해결하게 되면서 큰도움이 되었고 이 도움을 발판삼아 취업까지 하게 되었습니다.
청년수당에 너무 감사하고 이 정책에 더 많은 사람들이 도움받았으면 좋겠습니다.",조**,2024/1 청년수당,2024-06-13
청년문화패스,청년문화패스에 선정되어 각종 다양한 문화생활을 향유할 수 있게되어 감사한 마음을 갖고 있습니다.,구**,2024/1 청년문화패스,2024-06-13
취업하는데 많은 도움이 됐습니다. 감사합니다,"생활비에 허덕이던 시절을 지나 취업을 하게 되서 중단하게 됐습니다.
생활비 보탬에 정말 큰 도움이 됐고, 취업 성공축하금으로 나오는 금액 받으면 주변에
저처럼 힘든 시간을 보내는 지인에게 도움을 주는쪽으로 사용하겠습니다.
감사합니다!",정**,2024/1 청년수당,2024-06-13
청년수당 덕분에 취준생활이 힘들지 않았습니다.,"제가 청년 수당을 받기 시작하면서 토익 자격증을 부담 없이 준비할 수 있게 되었습니다.
토익은 타 자격증에 비해 저렴한 편이지만, 그래도 접수료만 5만원에 교재비도 만만치 않아 참 부담이었습니다.
그러나 청년 수당 덕분에 준비 비용을 마련할 수 있었고 그 결과 목표 점수를 획득할 수 있었습니다.
청년 수당은 경제적 어려움에 대한 마음의 짐도 덜어주어서, 여러모로 마음고생을 했던 취준 생활에 한줄기 빛이었습니다.
덕분에 마음 편히 잘 준비해서 취업도 할 수 있었던 것 같습니다. 감사합니다.",변**,2024/1 청년수당,2024-06-13
청년수당 후기입니다!,"청년수당 덕분에 취업 준비를 수월하게 할 수 있었습니다.
강의 듣기, 문제집 구매 등등 취준생에게 부담이 될 수 있는 금액을 정부에서 청년수당을 통해 지원 받으니 취업 준비의 질이 상승했습니다.
독학으로 영어공부를 하다가 청년 수당 덕분에 강의를 들으며 영어 공부를 해서 목표 점수를 빠르게 도달할 수 있었습니다.
감사합니다!",이**,2024/1 청년수당,2024-06-13
티머니 지원 후기입니다.,"제가 모바일 티머니앱을 썼을 때 제가 원래 교통비가 한달에 10만원을 쓰는데 이렇게 감사하게도 지원이 되어서 너무 좋았습니다.
정말로 청년분들에게 강추해주고 싶습나다. 감사합니다 😆",김**,2023/1 대중교통비지원(티머니),2024-06-13
2024년 청년수당 참여을 통한 취업,2024년 청년수당 참여를 통해 취업에서 금전적이 부담이 적었습니다,임**,2024/1 청년수당,2024-06-12
청년수당 덕분에 여유롭게 취직준비 할 수 있었어요,"청년수당이 없었다면 금액 때문에 고민했을 것 같은 취업 컨설팅도 수강하고, 면접 대비 옷도 구매했습니다. 청년들을 위한 아주 좋은 제도가 계속되었으면 좋겠습니다.",박**,2024/1 청년수당,2024-06-12
청년수당으로 취업 성공,청년수당으로 공부하고 식사비도 해결할 수 있어서 돈 걱정 없이 공부해서 취업 성공했어요!,박**,2024/1 청년수당,2024-06-12
감사합니다,"병상에 누워있을때 아버지돌아가신지얼마안되고 어머니가 암에걸리셔서 매우힘들었을때 정말큰도움이되었습니다 월세로나마 6개월 저에겐 힘이되어 내일배움이라는 정책에도 관심을가지게되어 열심히배우고있습니다
주변힘든 청년친구들에게도 많이알려주고있습니다 감사히소중히잘썼습니다",김**,2023/1 청년수당,2024-06-12
청년수당 후기,청년수당 덕분에 취업준비를 하는데 도움이 되었습니다. 감사합니다.,이**,2024/1 청년수당,2024-06-12
청년수당 중 취업성공,청년수당 덕분에 생활비를 잘 마련하여 취업에 성공하게 되었습니다.,정**,2024/1 청년수당,2024-06-12
서울시 청년수당 덕분에 금전적인 부담없이 취업을 하게되었습니다.,감사드립니다!! 1회차만 받았는데 미수령한 금액 절반인 취업성공금 지급 부탁드립니다! 좋은곳에 잘 사용하겠습니다~,박**,2024/1 청년수당,2024-06-11
청년수당 후기,청년수당에 선정되어 취업준비로 부족했던 월세에 보탤 수 있어 감사했습니다!,김**,2024/1 청년수당,2024-06-11
취업에 도움이 많이 되었습니다.,취업 전에 생활비와 취업과 관련되어 금액 부분에서 도움이 많이 될 수 있었습니다. 청년들을 위해 존재하는 만큼 취업과 관련하여 유익하게 사용할 수 있어서 좋았습니다.,지**,2024/1 청년수당,2024-06-11
대중교통비지원,조금이라도 지원을 받을 수 있어서 좋았습니다,김**,2023/1 대중교통비지원(카드사),2024-06-11
감사합니다,이번 청년수당 정책으로 제가 관심있는 분야를 배울수있는 기회가 생겨서 너무좋습니다 감사합니다!,염**,2024/1 청년수당,2024-06-11
청년수당 후기,청년수당으로 취업 준비를 위해 인터넷 강의 수강 및 교재 구매가 가능하여 좋았습니다.,서**,2024/1 청년수당,2024-06-11
아주 좋은 제도입니다!,"청년수당으로 받는 매월 50만원은 생활비 사용과 자기계발에 있어서 너무 든든했습니다!
일자리가 없는 청년에게 매달 50은 큰돈이였습니다!
이제 취업해서 열심히 살겠습니다! 감사합니다!",신**,2024/1 청년수당,2024-06-11
청년수당 참여 후기,"안녕하세요 저는 서울에 거주중인 30대 청년입니다.
이번에 처음으로 서울시에서 진행하는 정책에 참여하여, 선정이 되었고 그로 인하여 저의 취업 활동을 준비하는데
생활적인 부담과 심적인 부담을 많이 줄일 수 있는 힘이 되었던 것 같습니다.
취업 준비 기간 동안 일정한 소득이 없어 심적인 부담감이 생기고, 그 부담감으로 인해 취업을 알아보는 데에도 은연중에 스트레스를 많이 받았던 상황에 청년수당이라는 프로그램을 통해, 어느정도 지원을 받으며 취준 생활을 하다보니
힘을 내서 빠르게 취업하는데 성공할 수 있었던 마인드를 가져오게 된 것 같습니다.
저 와 비슷한 취준을 하시는 분들도 부담을 덜고 힘을 내서 준비하셨으면 좋겠습니다.
정책을 멀리서 구경만 하다 몸소 체험하니, 서울시민으로써 나라에 낸 세금을 돌려받는 느낌?? 도 있었고,, 이럴 때 정책이 나를 도와준다는 것을 다시한번 깨닫는 시간이었습니다. 감사합니다.",김**,2024/1 청년수당,2024-06-11
좋아요,.,정**,2024/1 청년문화패스,2024-06-11
후기,좋아요 너무 유익합니닾ㅍ,임**,2024/1 청년문화패스,2024-06-11
짧았지만 감사했던 청년수당 참여후기!,"청년수당으로 받는 매월 50만원은 생활비 사용과 자기계발에 있어 너무 든든한 지원금이었습니다!
비록 청년수당 혜택을 온전한 기간동안 누리지 못했으나 기간 내 일정한 지원을 받아 취업으로 잘 마무리할 수 있게 된 것이라고 생각합니다. 저와 같은 많은 청년분들께도 분명 든든한 지원사업이라고 생각합니다. 감사했습니다 ~~",윤**,2024/1 청년수당,2024-06-11
대중교통지원,대중교통지원 중 나쁘지 않았다,유**,2022/1 대중교통비지원(카드사),2024-06-11
감사합니다 정말 많은 도움이 됐습니다.,"정말 감사합니다. 빠듯했던 생활비에 조금이나마 숨통이 트이고 목표하는 과정에 더 집중할 수 있었습니다.
처음으로 신청해서 받아본 수당인데 정말 유용했고 앞으로 더 효율적으로 사용해야겠다는 생각이 들었습니다.",장**,2024/1 청년수당,2024-06-11
미취업청년에게 정말 감사한 정책,"졸업 후 취업준비기간동안 부모님께 생활비 더 달라고 하는것도 눈치보이고 힘들었는데, 미취업청년들이 좋은 정책으로 도움 받을 수 있게 되어서 감사합니다. 요즘 많이 오른 물가로 인해 자취생들한테는 식비랑 기본생활비만 지출해도 돈이 많이 나가는데 서울청년수당으로 끼니와 교통비를 해결하게 되어 다행입니다. 남은 회차에서도 정책의 목적에 맞게 사용하겠습니다.",김**,2024/1 청년수당,2024-06-10
청년수당을 통해 얻은 금전적 여유와 마음 챙김 시간.,"청년수당을 통해 그동안 생활비로 허덕이던 금전 상황이 여유로워졌습니다. 첫 청년수당 사용은 의도하지 않았지만 병원입원비로 사용되었고, 전부터 금전적 여유가 없어 입원을 고려하지만 입원이 힘들었던 저에게 신경 정신과에 입원하여 마음의 충전을 하고 생각과 마음을 정비하는 시간을 가지게 해주었습니다. 덕분에 금전적 걱정을 덜고 병원에서 치료를 잘 받고 나올 수 있었습니다.
<br>두 번째 청년수당은 생활비와 문화비(인터넷 서점), 외식비로 사용 되었습니다. 지난날 도전해 보고 싶었던 심리학 책과 건강 관련 책을 구매하여 자기개발 시간을 가졌습니다. 넉넉해진 생활비로 건강한 식단을 하며 입원 후의 마음 건강과 육체까지도 잘 챙길 수 있었습니다.
<br>비록 늘 계획대로 흘러가지 않고 늘 행복하지는 않은 인생이지만, 청년수당을 통해 잠시나마 여유를 갖고 자기개발과 마음 챙김 시간을 가질 수 있었고 저를 도와주고 지지해주는 어른들, 정책들이 있다는 것에 감사하며 가끔씩 저를 행복하게 해주는 시간과 일들이 있는 것에 감사하게 되었습니다.
<br>2회차 청년수당 지급이 끝나고 청년수당 덕분에 취업을 하게 되어 감사하고 기쁩니다. 청년수당이 꼭 자기개발이나 취업을 위한 공부에만 사용할 수 있는 것이 아니라 건강과 마음까지 챙길 수 있는 의료비와 생활비로 사용할 수 있게 해주셔서 큰 도움이 되었습니다. 감사합니다.",홍**,2024/1 청년수당,2024-06-10
서울시 청년수당 1회차 후기 작성,"감사합니다! 청년수당 덕분에 금전적인 부담이 많이 줄었고, 항상 감사한 마음으로 사용에 있어서도 신중히 생각하고 사용 계획안을 철저히 작성하고 있습니다.

< 1회차 활동 및 지출 내역 >
- 취업 활동 : 취업 장려 프로그램 (무료) 참여
- 지출 내역 : 어학 자격증 (OPIC) 시험 응시료 결제

< 2회차 계획 >
- 취업 활동 : 서울시에서 주관하는 취업 프로그램 참여 계획
- 지출 계획 : 통신비, 건강보험료 사용 계획",김**,2024/1 청년수당,2024-06-10
도움을 주셔서 감사합니다.,"퇴직금으로는 생활비와 학원비를 감당하기 어려웠는데
서울시의 지원으로 많은 도움이 되었습니다.
이 고마운 마음을 잊지 않고 열심히 나아가겠습니다.
감사합니다.",김**,2024/1 청년수당,2024-06-10
감사합니다.,공부와 취업준비에 큰 도움이 되고 있습니다.,김**,2024/1 청년수당,2024-06-10
한 줄기 보탬이 되어주는 정책,"요즘 같은 시기에 청년들의 취업이 어려운 시기에 한줄기 보탬이 되어서 너무 좋았습니다. 금전적인것도 그렇지만 특히, 심리적, 마음적으로 심히 안정되어있는 느낌을 받았습니다. 그래서 그런지 저도 이제 취업이 거의 확정난상황이라 취업을 앞두고있으며 남은 금액은 직무에 필요한 것들에 사용하여 정책에 목표의 맞게 실천하겠습니다!",조**,2024/1 청년수당,2024-06-10
청년수당사용후기,"청년수당을 통해 취업에 성공하여 후기 남깁니다
퇴사후 이직 중에 있었는데 공백이 길어지면서 생활비 및 주거비가 금액적으로
부담이되었는데 다행이 청년수당에 선정이 되고 1회자 2회차 까지 받는와중
재취업에 성공하였습니다
청년수당으로 생필품비, 식비 , 공과금 비용등으로 충당하여 아르바이트 하는 시간을 좀덜게되었고
취업과 면접준비에 조금더 집중할수있어서 무척이나마 도움이 많이 되었다고 생각합니다
정말정말 감사합니다",현**,2024/1 청년수당,2024-06-10
청년수당 후기,"서울시에서 생활비 지원 및 취업지원 목적으로 청년수당 정책을 운영하여 마침 해당 요건에 맞아 신청하였고 선정되어 후기를 작성합니다.
받은 지원금으로 전기세 및 아파트 관리비로 주로 사용하였으며 이외에 편의점 등에서 끼니를 때우는데 사용하여 생활비에 큰 도움이 되었습니다.",배**,2024/1 청년수당,2024-06-10
덕분에 숨통이 트일 수 있었습니다,"생각보다 길어진 공백기에 수입원은 커녕 퇴직금도 다 떨어진 상태에서 막막했는데
청년수당 사업에 선정된 덕분에 자격증 접수, 학원 수강비, 생활비까지 상당 부분 해결할 수 있었습니다.

향후에도 고용 시장이 불안할 예정이라고 합니다.
앞으로도 힘든 시기 보내고 있는 청년들에게 앞으로 나아 갈 기회를 제공해주세요.

감사합니다.",김**,2024/1 청년수당,2024-06-10
감사합니다,"20대 청춘, 진로고민과 더불어 금전적인 고민이 많은 때인데 이렇게 좋은 정책을 시행해주셔서 감사합니다
앞으로 더 열심히 살아야겠다는 희망이 생깁니다",정**,2024/1 청년수당,2024-06-10
청년수당 사용후기,청년수당을 수령으로 취업활동에 필요한 면접복장 구입이나 취업활동기간 중의 생활비등으로 많은 도움을 받았습니다.,원**,2024/1 청년수당,2024-06-10
청년수당 덕분에 생활비 걱정 없이 취업을 준비할 수 있었습니다,"학원비나 교재비같이 한번에 크게 드는 돈보다도 교통비, 식비, 의료비와 같이 정신 차리고 보이면 크게 불어있는 생활비가 취업준비 중 가장 마음을 불편하게 만드는 요소였습니다. 청년수당 덕분에 이런 불안 없이 취업 준비에 임할 수 있었습니다. 감사합니다.",강**,2024/1 청년수당,2024-06-10
청년수당 정책 후기,"청년수당에 선정된 이후, 취업에 성공하였습니다. 아르바이트도 구하지 못해서 취업 하기 전까지 식비, 의료비 등 생활비와 취업 준비를 위한 비용이 참 부담됐었는데 청년수당 덕분에 취업에 성공하기 전까지 잘 버틸 수 있었습니다. 취업을 위한 직접적인 비용뿐 아니라 식비, 의료비, 교통비 등 간접적인 비용까지 지원해준 점이 참 도움되었습니다. 생활비 영역까지 고려하고 지원해주셔서 감사합니다.",양**,2024/1 청년수당,2024-06-10
후기,취업준비생 입장에서 식비와 생활비 등 경제적으로 부담되는 환경에서 큰 도움이 되었습니다.,김**,2024/1 청년수당,2024-06-10
청년수당 참여 후기,"취업에 성공하여 자격상실 신청을 햇습니다.
청년수당에 참여하며 비용적인 측면에서의 고민이 많이 줄어들어 심리적인 위안을 얻을 수 있었습니다.
개인 사비였다면 취업 후로 미뤘을 자격증 시험에 도전하였고, 면접을 위해 구비한 옷은 취업 후 직장에서 입을 옷이 되었습니다. 너무 늦지 않게 취업을 해야 하는 압박감이 있었으나 다양한 청년들이 함께 고민하며 청년수당을 통해서 노력하고 있다니 힘을 얻고 조금 더 여유롭게 취직활동에 임할 수 있었던 것 같습니다.",문**,2024/1 청년수당,2024-06-10
서울시 청년수당 1회차 후기 작성,"500,000원 청년수당 중

345,480원(70퍼) 식비 사용
72,750원(14퍼) 생활용품 구매
80,770(16퍼) 의류 구매",전**,2024/1 청년수당,2024-06-10
취업을 하게 되어 자격상실 신청했습니다.,"청년수당을 신청했을 때는 창업을 목표로 신청을 하게 되었습니다.
첫 달에 받은 청년수당으로 여러 가지를 시도해 보고 고민도 할 수 있는 시간을 가졌습니다.
고민 끝에 창업을 하기에는 아직 금전적인 부분과 경험이 부족하다고 느껴 다시 취업을 해야겠다는 결론이 나왔습니다.
두 번째 청년수당을 받고 면접을 위한 옷을 구입하여 면접 준비를 수월하게 할 수 있었고, 그 결과 취업에 성공하여 작성하고 있는 오늘 첫 출근을 하였습니다. 청년수당 덕분에 창업에 대한 생각을 해볼 수 있는 시간을 벌었고, 여유로운 마음으로 취업 준비를 했습니다. 청년수당에 대해 알아볼 때 몇몇 사람들은 일 안 하는 청년들에게 왜 돈을 주느냐 하며 비판에 의견을 보았습니다. 각자의 시간은 다르게 흘러간다고 생각합니다. 누군가는 에스컬레이터를 타고 올라가고 누군가는 계단을 타고 올라갈 수도 있습니다. 앞으로 청년수당에 선정되는 많은 청년분들에게 남 눈치 보는 인생이 아닌 나에게 집중하는 인생을 살아가기를 응원한다고 전하고 싶습니다. 감사합니다.",김**,2024/1 청년수당,2024-06-10
생애 처음 지원 받은 청년수당,"계속 되는 구직난에 힘든 시기에 감사하게도 청년수당을 받을 수 있게 되어
두달동안 조금은 끼니도 해결하고 취업준비도 할 수 있었습니다.
하지만 계속 청년수당을 받고서 구직을 찾기보다 아르바이트라도 해서 생계를
이어 나가야 한다는 생각이 더 커져서 아직 취업을 못했지만 자격상실신고를 제출 후 이렇게 후기를 작성하게 되었습니다.",이**,2024/1 청년수당,2024-06-10
자기활동기록서,"식비와 교통비, 그리고 면접 복장 구입에 대부분의 금액을 사용했습니다.
누군가에게는 작은 돈일 수 있는 금액이지만 저에게는 정말 소중했습니다.
취업을 준비하는 과정에 있어 많은 부담을 덜어낼 수 있었습니다.

이런 정책을 마련해주신 서울시에 감사드리며 저도 누군가에게 앞으로 보답할 수 있는 사람이 되겠습니다.

진심으로 감사합니다!",김**,2024/1 청년수당,2024-06-10
청년수당 참여 후기,취업준비를 하던 중 서울시 청년수당을 알게되어 바로 신청하였습니다. 당시 실업급여가 종료되고 난 후라 수입원이 없이 취업준비를 지속하던 중이라 많은 도움이 되었습니다! 감사합니다.,김**,2024/1 청년수당,2024-06-10
청년수당 후기 작성,청년수당 덕분에 금전적으로 여유가 생겼습니다.,심**,2024/1 청년수당,2024-06-10
청년몽땅 수당후기,"힘들었는데 식사와생필품 구매로
많은 도움이 되고있습니다감사합니다",전**,2024/1 청년수당,2024-06-10
취업했습니다 감사합니다.,"취업에 필요한 기초 생활 비용을 모두 충당해주셔서 감사합니다.
대한민국 감사합니다.",정**,2024/1 청년수당,2024-06-10
자기활동기록서,월세 및 건강보험료 납부,박**,2024/1 청년수당,2024-06-10
청년수당 후기,구직 활동에 현실적으로 도움된 정책이었습니다.,원**,2024/1 청년수당,2024-06-10
서울시청년수당,"청년수당 덕분에 자격증 응시비, 식비, 학원비를 충당할 기회가 생겨 적극적인 취업준비에 임할 수 있게되었습니다.",이**,2024/1 청년수당,2024-06-10
자기활동기록서 1회차,"감사합니다! 청년수당 덕분에 금전적인 부담이 많이 줄었습니다.

< 1회차 활동 및 지출 내역 >
- 취업 활동 : 이력서 제출 2회, 컨퍼런스 참가 1회, 스터디 참여 중
- 지출 내역 : 식비, 월세 사용

< 2회차 계획 >
- 취업 활동 : 면접 1회 예정, 이력서 제출 2회 예정, 영어 회화 스터디
- 지출 계획 : ChatGPT 유료 결제, 영어 회화 스터디 결제, 면접 복장 준비, 월세 등",이**,2024/1 청년수당,2024-06-10
1회차 자기활동기록서 작성,"지난 1개월 동안 취업준비를 하기 위해 공인중개사 자격증반 인터넷 강의를 신청하였습니다.
수강신청에 115만원을 사용하였습니다
차액은 청년수당 계좌로 추가 입금하여 결제하였습니다

https://dashboard.tosspayments.com/receipt/sales-slip?transactionId=830sTHdloMLWfcFx35el2njl%2B8fK6xo7CEZHHPnhjmaS3SrBwlXSRnAFN9gwPXfo&ref=legacy-merchant-api",강**,2024/1 청년수당,2024-06-10
청년수당 정책후기,자기계발을 하는 동안 비용이 예상외로 많이 지출되어서 부담이 되었습니다. 청년수당을 통해 비용부담을 덜 수 있었고 마음 편히 자기계발에 전념할 수 있게되어 감사드립니다. 청년수당에 대해서는 좋은 방향으로 사용하도록 하겠습니다. 앞으로도 이러한 정책이 많이 시행되었으면 하는 바램입니다. 감사합니다.,김**,2024/1 청년수당,2024-06-10
청년수당 정책 후기,"고등학교 졸업 후 바로 취업 준비 하느라 막막했는데 청년수당 정책 덕분에 부담 없이 열심히 취업 준비를 하고 있습니다.
면접 준비 비용이나 교통비, 생활비로 사용하고 있습니다.
남은 기간 동안 열심히 준비해서 취업하겠습니다. 감사합니다.",김**,2024/1 청년수당,2024-06-10
청년수당은 정말 감사한 정책,"매달 내야하는 전세대출 관련 이자, 그리고 전세집 관리비..
모두 청년수당으로 감사히 내고 있습니다.
직무 전환으로 인해 퇴사하고 포트폴리오 준비 중인데
수입이 없는 지금, 단비같은 정책입니다.
집 관련 지출 이외에는 자기개발이나 식비로도 수당을 사용할 수 있어 좋습니다.
잘 쓰겠습니다. 감사합니다.",강**,2024/1 청년수당,2024-06-10
후기1,"설계사 준비하는데 보태고 있고 헬스 전시회 박람회등 할 예정입니다 월세도 보태서 도움이 많이 되고 있습니다 감사합니다
면접 2회 이상 봄
지원 3회 이상 함",이**,2024/1 청년수당,2024-06-10
자기활동기록서,"청년수당 주요 사용 내역 및 활동 사항
-주 사용처: 마트 및 직무 교육
-활동 사항: 채용공고 지원 5회 이상, 면접 1회 이상",최**,2024/1 청년수당,2024-06-10
청년수당 1회 후기 작성합니다!,"피치못할 사정으로 회사를 그만두고 각종 미납금으로 어려움이 있었는데
정말 한줄기 빛이었습니다 감사드립니다 ㅠㅠ
가스료 등 공과금과 보험료를 납부하는 곳에 해결하였습니다",유**,2024/1 청년수당,2024-06-10
